"","City","State.short","State.full","County","City.alias","address","lon","lat"
"3073","Crossroads","NM","New Mexico","LEA","Crossroads","Crossroads, New Mexico",-103.3395975,33.5124635
"3074","House","NM","New Mexico","QUAY","House","House, New Mexico",-103.904411,34.6467327
"3075","Lingo","NM","New Mexico","ROOSEVELT","Lingo","Lingo, New Mexico",-103.1146674,33.7884278
"3076","Pep","NM","New Mexico","ROOSEVELT","Pep","Pep, New Mexico",-103.3355078,33.836202
"3077","Portales","NM","New Mexico","ROOSEVELT","Arch","Arch, New Mexico",-103.1424478,34.113416
"3078","Loving","NM","New Mexico","EDDY","Loving","Loving, New Mexico",-104.095773,32.2862317
"3079","Bent","NM","New Mexico","OTERO","Bent","Bent, New Mexico",-105.8569333,33.1586953
"3080","Capitan","NM","New Mexico","LINCOLN","Angus","Angus, New Mexico",-105.6655399,33.4453576
"3081","Pinon","NM","New Mexico","OTERO","Pinon","Pinon, New Mexico",-105.3943498,32.6179759
"3082","Sunspot","NM","New Mexico","OTERO","Sunspot","Sunspot, New Mexico",-105.8197846,32.7897887
"3083","Weed","NM","New Mexico","OTERO","Weed","Weed, New Mexico",-105.517031,32.8021809
"3084","Bard","NM","New Mexico","QUAY","Bard","Bard, New Mexico",-103.2434435,35.1162977
"3085","Clayton","NM","New Mexico","UNION","Stead","Stead, New Mexico",-103.2975855,36.3596797
"3086","Quay","NM","New Mexico","QUAY","Quay","Quay, New Mexico",-103.7605204,34.9339503
"3087","Caliente","NV","Nevada","LINCOLN","Carp","Carp, Nevada",-114.4927666,37.1119149
"3088","Goldfield","NV","Nevada","ESMERALDA","Goldfield","Goldfield, Nevada",-117.2357131,37.7084481
"3089","Jean","NV","Nevada","CLARK","Jean","Jean, Nevada",-115.3238828,35.778868
"3090","Mercury","NV","Nevada","NYE","Mercury","Mercury, Nevada",-115.9944747,36.6605105
"3091","Cal Nev Ari","NV","Nevada","CLARK","Searchlight","Searchlight, Nevada",-114.9197005,35.4652685
"3092","Pioche","NV","Nevada","LINCOLN","Ursine","Ursine, Nevada",-114.2182453,37.9803782
"3093","Round Mountain","NV","Nevada","NYE","Carvers","Carvers, Nevada",-117.1689189,38.784161
"3094","Searchlight","NV","Nevada","CLARK","Searchlight","Searchlight, Nevada",-114.9197005,35.4652685
"3095","Denio","NV","Nevada","HUMBOLDT","Dike","Dike, Nevada",-115.0133356,36.3013591
"3096","Fallon","NV","Nevada","CHURCHILL","Frenchman","Frenchman, Nevada",-118.2701317,39.2793678
"3097","Golconda","NV","Nevada","HUMBOLDT","Midas","Midas, Nevada",-116.7967729,41.2440708
"3098","Golconda","NV","Nevada","HUMBOLDT","Golconda","Golconda, Nevada",-117.4892882,40.9532359
"3099","Hawthorne","NV","Nevada","MINERAL","Babbitt","Babbitt, Nevada",-118.6376341,38.5393661
"3100","Imlay","NV","Nevada","PERSHING","Tungsten","Tungsten, Nevada",-118.1251428,40.7790709
"3101","Imlay","NV","Nevada","PERSHING","Apache","Apache, Nevada",NA,NA
"3102","Silver Springs","NV","Nevada","LYON","Stagecoach","Stagecoach, Nevada",-119.3740567,39.3738041
"3103","Smith","NV","Nevada","LYON","Smith","Smith, Nevada",-119.3284397,38.8002356
"3104","Sparks","NV","Nevada","WASHOE","Mustang","Mustang, Nevada",-119.5563719,39.5447366
"3105","Reno","NV","Nevada","WASHOE","Sierra","Sierra, Nevada",NA,NA
"3106","Reno","NV","Nevada","WASHOE","Stead","Stead, Nevada",-119.8771391,39.6579647
"3107","Reno","NV","Nevada","WASHOE","Pyramid","Pyramid, Nevada",-119.701859,40.074906
"3108","Reno","NV","Nevada","WASHOE","Steamboat","Steamboat, Nevada",-119.7437962,39.3771334
"3109","Reno","NV","Nevada","WASHOE","Mogul","Mogul, Nevada",-119.9255519,39.514133
"3110","Carlin","NV","Nevada","ELKO","Carlin","Carlin, Nevada",-116.1039663,40.7138067
"3111","Jackpot","NV","Nevada","ELKO","Contact","Contact, Nevada",-114.7525374,41.769357
"3112","Jackpot","NV","Nevada","ELKO","Jackpot","Jackpot, Nevada",-114.6724061,41.9841401
"3113","Ruby Valley","NV","Nevada","ELKO","Shantytown","Shantytown, Nevada",-115.5028246,40.1618743
"3114","Wells","NV","Nevada","ELKO","Metropolis","Metropolis, Nevada",-116.419389,38.8026097
"3115","Wells","NV","Nevada","ELKO","Oasis","Oasis, Nevada",-114.4869714,41.028536
"3116","Los Angeles","CA","California","LOS ANGELES","Watts","Watts, California",-118.2380432,33.9386361
"3117","Los Angeles","CA","California","LOS ANGELES","Federal","Federal, California",-119.4179324,36.778261
"3118","Los Angeles","CA","California","LOS ANGELES","Market","Market, California",-119.4179324,36.778261
"3119","Los Angeles","CA","California","LOS ANGELES","Palms","Palms, California",-118.4075474,34.0244133
"3120","Los Angeles","CA","California","LOS ANGELES","Green","Green, California",-121.63861,38.34583
"3121","Los Angeles","CA","California","LOS ANGELES","Bicentennial","Bicentennial, California",-119.4179324,36.778261
"3122","Los Angeles","CA","California","LOS ANGELES","South","South, California",-116.419389,34.9592083
"3123","Los Angeles","CA","California","LOS ANGELES","Hazard","Hazard, California",-118.1836333,34.0412506
"3124","LA","CA","California","LOS ANGELES","La","La, California",-118.2436849,34.0522342
"3125","Bell Gardens","CA","California","LOS ANGELES","Bell","Bell, California",-118.1870156,33.9775142
"3126","Bell","CA","California","LOS ANGELES","Bell","Bell, California",-118.1870156,33.9775142
"3127","Malibu","CA","California","LOS ANGELES","Malibu","Malibu, California",-118.7797571,34.0259216
"3128","Paramount","CA","California","LOS ANGELES","Paramount","Paramount, California",-118.1597911,33.8894598
"3129","LB","CA","California","LOS ANGELES","Lb","Lb, California",-118.1937395,33.7700504
"3130","Chino","CA","California","SAN BERNARDINO","Chino","Chino, California",-117.688944,34.0122346
"3131","Boulevard","CA","California","SAN DIEGO","Boulevard","Boulevard, California",-116.2738148,32.6636254
"3132","El Cajon","CA","California","SAN DIEGO","Crest","Crest, California",-116.86808,32.8072739
"3133","Fallbrook","CA","California","SAN DIEGO","Rainbow","Rainbow, California",-117.1478096,33.4103082
"3134","Vista","CA","California","SAN DIEGO","Vista","Vista, California",-117.2425355,33.2000368
"3135","Banning","CA","California","RIVERSIDE","Banning","Banning, California",-116.8764103,33.9255713
"3136","Bard","CA","California","IMPERIAL","Bard","Bard, California",-114.5560618,32.7892117
"3137","Thermal","CA","California","RIVERSIDE","Thermal","Thermal, California",-116.1422353,33.6402638
"3138","Salton City","CA","California","IMPERIAL","Thermal","Thermal, California",-116.1422353,33.6402638
"3139","Winterhaven","CA","California","IMPERIAL","Felicity","Felicity, California",-114.7653,32.7503
"3140","Barstow","CA","California","SAN BERNARDINO","Hodge","Hodge, California",-117.1925,34.815556
"3141","Needles","CA","California","SAN BERNARDINO","Needles","Needles, California",-114.6141315,34.8480597
"3142","Redlands","CA","California","SAN BERNARDINO","Marigold","Marigold, California",-121.456726,39.179817
"3143","Shoshone","CA","California","INYO","Shoshone","Shoshone, California",-116.2711387,35.9730179
"3144","Homeland","CA","California","RIVERSIDE","Homeland","Homeland, California",-117.1091967,33.7430759
"3145","Newport Beach","CA","California","ORANGE","Balboa","Balboa, California",-117.924131,33.607795
"3146","Santa Ana","CA","California","ORANGE","King","King, California",-121.1260287,36.2127439
"3147","Anaheim","CA","California","ORANGE","Holiday","Holiday, California",-119.4179324,36.778261
"3148","Anaheim","CA","California","ORANGE","Federal","Federal, California",-119.4179324,36.778261
"3149","Fellows","CA","California","KERN","Fellows","Fellows, California",-119.5412328,35.1785779
"3150","Onyx","CA","California","KERN","Onyx","Onyx, California",-118.220634,35.6902305
"3151","Porterville","CA","California","TULARE","Poplar","Poplar, California",-119.1434255,36.05307
"3152","Woody","CA","California","KERN","Woody","Woody, California",-118.834259,35.7041199
"3153","Arroyo Grande","CA","California","SAN LUIS OBISPO","Halcyon","Halcyon, California",-120.5957255,35.1033092
"3154","Bishop","CA","California","INYO","Laws","Laws, California",-118.340103,37.401611
"3155","Boron","CA","California","KERN","Boron","Boron, California",-117.6497822,34.9994202
"3156","Llano","CA","California","LOS ANGELES","Llano","Llano, California",-117.8178409,34.5058282
"3157","Lone Pine","CA","California","INYO","Dolomite","Dolomite, California",-117.9453614,36.5529898
"3158","Tehachapi","CA","California","KERN","Monolith","Monolith, California",-118.3742489,35.1199664
"3159","Trona","CA","California","SAN BERNARDINO","Argus","Argus, California",-117.395798,35.7468083
"3160","Clovis","CA","California","FRESNO","Clovis","Clovis, California",-119.7029194,36.8252277
"3161","Helm","CA","California","FRESNO","Helm","Helm, California",-120.0982058,36.5316159
"3162","Sanger","CA","California","FRESNO","Sanger","Sanger, California",-119.5559652,36.708006
"3163","Sultana","CA","California","TULARE","Sultana","Sultana, California",-119.3403936,36.5451601
"3164","Salinas","CA","California","MONTEREY","Salinas","Salinas, California",-121.6555013,36.6777372
"3165","Marina","CA","California","MONTEREY","Marina","Marina, California",-121.802173,36.6844029
"3166","Seaside","CA","California","MONTEREY","Seaside","Seaside, California",-121.822098,36.6149217
"3167","Spreckels","CA","California","MONTEREY","Salinas","Salinas, California",-121.6555013,36.6777372
"3168","Canyon","CA","California","CONTRA COSTA","Canyon","Canyon, California",-122.1658805,37.8306731
"3169","Concord","CA","California","CONTRA COSTA","Chevron","Chevron, California",NA,NA
"3170","Hercules","CA","California","CONTRA COSTA","Rodeo","Rodeo, California",-122.2669138,38.032977
"3171","Rodeo","CA","California","CONTRA COSTA","Rodeo","Rodeo, California",-122.2669138,38.032977
"3172","Bodega","CA","California","SONOMA","Bodega","Bodega, California",-122.9738259,38.3454326
"3173","Larkspur","CA","California","MARIN","Larkspur","Larkspur, California",-122.5352539,37.9340915
"3174","Aptos","CA","California","SANTA CRUZ","Seascape","Seascape, California",-121.8769006,36.9503797
"3175","Aromas","CA","California","MONTEREY","Aromas","Aromas, California",-121.6430011,36.8885646
"3176","Coyote","CA","California","SANTA CLARA","Coyote","Coyote, California",-121.7058285,37.1840824
"3177","Paicines","CA","California","SAN BENITO","Pinnacles","Pinnacles, California",-121.1824925,36.4905655
"3178","Moccasin","CA","California","TUOLUMNE","Moccasin","Moccasin, California",-120.2991565,37.8108901
"3179","Newman","CA","California","STANISLAUS","Newman","Newman, California",-121.0205526,37.3137067
"3180","Riverbank","CA","California","STANISLAUS","Riverbank","Riverbank, California",-120.9357139,37.7360111
"3181","Standard","CA","California","TUOLUMNE","Standard","Standard, California",-120.3118578,37.9665915
"3182","Strawberry","CA","California","TUOLUMNE","Strawberry","Strawberry, California",-120.009351,38.19825
"3183","Fort Bragg","CA","California","MENDOCINO","Inglenook","Inglenook, California",-123.7589043,39.529608
"3184","Nice","CA","California","LAKE","Nice","Nice, California",-122.848327,39.1232253
"3185","Occidental","CA","California","SONOMA","Occidental","Occidental, California",-122.9477131,38.4076501
"3186","Sebastopol","CA","California","SONOMA","Freestone","Freestone, California",-122.9155516,38.3724152
"3187","Arcata","CA","California","HUMBOLDT","Manila","Manila, California",-124.1622856,40.8517929
"3188","Honeydew","CA","California","HUMBOLDT","Honeydew","Honeydew, California",-124.1230133,40.2432341
"3189","Miranda","CA","California","HUMBOLDT","Miranda","Miranda, California",-123.8243505,40.2344821
"3190","Scotia","CA","California","HUMBOLDT","Scotia","Scotia, California",-124.1008808,40.4823572
"3191","Cool","CA","California","EL DORADO","Cool","Cool, California",-121.016225,38.8880247
"3192","Herald","CA","California","SACRAMENTO","Herald","Herald, California",-121.2455569,38.2947578
"3193","Hood","CA","California","SACRAMENTO","Hood","Hood, California",-121.5168382,38.3678802
"3194","Lotus","CA","California","EL DORADO","Lotus","Lotus, California",-120.9085501,38.801568
"3195","Rancho Cordova","CA","California","SACRAMENTO","Nimbus","Nimbus, California",-121.2152259,38.6290714
"3196","Rescue","CA","California","EL DORADO","Rescue","Rescue, California",-120.9528258,38.7148404
"3197","Volcano","CA","California","AMADOR","Volcano","Volcano, California",-120.6307628,38.4429658
"3198","Winters","CA","California","YOLO","Winters","Winters, California",-121.9708017,38.5249065
"3199","Belden","CA","California","PLUMAS","Caribou","Caribou, California",-121.1577397,40.0804428
"3200","Challenge","CA","California","YUBA","Challenge","Challenge, California",-121.2311579,39.4856136
"3201","Dobbins","CA","California","YUBA","Dobbins","Dobbins, California",-121.2060694,39.3715576
"3202","Grimes","CA","California","COLUSA","Grimes","Grimes, California",-121.8938583,39.0743383
"3203","Oregon House","CA","California","YUBA","Renaissance","Renaissance, California",-119.4179324,36.778261
"3204","Stonyford","CA","California","COLUSA","Sites","Sites, California",-122.3385925,39.3087755
"3205","Twain","CA","California","PLUMAS","Twain","Twain, California",-121.0719031,40.0201673
"3206","Willows","CA","California","GLENN","Willows","Willows, California",-122.1935931,39.5243265
"3207","Gazelle","CA","California","SISKIYOU","Gazelle","Gazelle, California",-122.5202995,41.5207015
"3208","Hayfork","CA","California","TRINITY","Peanut","Peanut, California",-123.1686374,40.4679229
"3209","Hornbrook","CA","California","SISKIYOU","Hilt","Hilt, California",-122.6233613,41.994859
"3210","Igo","CA","California","SHASTA","Ono","Ono, California",-122.619065,40.4747769
"3211","Lookout","CA","California","MODOC","Lookout","Lookout, California",-121.1498539,41.2081019
"3212","Weed","CA","California","SISKIYOU","Weed","Weed, California",-122.3861269,41.4226498
"3213","Likely","CA","California","MODOC","Likely","Likely, California",-120.5041193,41.2304507
"3214","Standish","CA","California","LASSEN","Standish","Standish, California",-120.4221645,40.3651768
"3215","Topaz","CA","California","MONO","Topaz","Topaz, California",-119.5209214,38.6188575
"3216","South Lake Tahoe","CA","California","EL DORADO","Bijou","Bijou, California",-119.9686364,38.9439811
"3217","Truckee","CA","California","NEVADA","Donner","Donner, California",-120.3321457,39.3162939
"3218","Haiku","HI","Hawaii","MAUI","Haiku","Haiku, Hawaii",-156.3258333,20.9175
"3219","Volcano","HI","Hawaii","HAWAII","Volcano","Volcano, Hawaii",-155.2351628,19.4282321
"3220","Honolulu","HI","Hawaii","HONOLULU","Hon","Hon, Hawaii",-157.8581401,21.3098845
"3221","Yap","FM","Federated States of Micronesia","FEDERATED STATES OF MICRO","Yap","Yap, Federated States of Micronesia",142.843933534864,8.63007124061986
"3222","Rota","MP","Northern Mariana Islands","NORTHERN MARIANA ISLANDS","Rota","Rota, Northern Mariana Islands",145.2148736,14.1508752
"3223","Beaverton","OR","Oregon","WASHINGTON","Progress","Progress, Oregon",-122.7820424,45.4570624
"3224","Beaverton","OR","Oregon","WASHINGTON","Aloha","Aloha, Oregon",-122.8670454,45.4942838
"3225","Boring","OR","Oregon","CLACKAMAS","Boring","Boring, Oregon",-122.3734641,45.4313662
"3226","Clackamas","OR","Oregon","CLACKAMAS","Carver","Carver, Oregon",-122.4973116,45.3945658
"3227","Clatskanie","OR","Oregon","COLUMBIA","Mist","Mist, Oregon",-123.2565078,45.9962223
"3228","Dufur","OR","Oregon","WASCO","Friend","Friend, Oregon",-121.2672913,45.3467839
"3229","Molalla","OR","Oregon","CLACKAMAS","Liberal","Liberal, Oregon",-122.5856441,45.1929
"3230","Moro","OR","Oregon","SHERMAN","Moro","Moro, Oregon",-120.731168,45.4840141
"3231","Rainier","OR","Oregon","COLUMBIA","Rainier","Rainier, Oregon",-122.9359776,46.0891348
"3232","Rhododendron","OR","Oregon","CLACKAMAS","Rhododendron","Rhododendron, Oregon",-121.9111906,45.3295632
"3233","Rhododendron","OR","Oregon","CLACKAMAS","Zigzag","Zigzag, Oregon",-121.9431355,45.3440078
"3234","Sandy","OR","Oregon","CLACKAMAS","Sandy","Sandy, Oregon",-122.2630704,45.3973141
"3235","Woodburn","OR","Oregon","MARION","Monitor","Monitor, Oregon",-122.7481463,45.1015099
"3236","Damascus","OR","Oregon","CLACKAMAS","Boring","Boring, Oregon",-122.3734641,45.4313662
"3237","Garibaldi","OR","Oregon","TILLAMOOK","Garibaldi","Garibaldi, Oregon",-123.9109643,45.5598266
"3238","Seaside","OR","Oregon","CLATSOP","Seaside","Seaside, Oregon",-123.9226385,45.9931636
"3239","Timber","OR","Oregon","WASHINGTON","Timber","Timber, Oregon",-123.2955437,45.7198097
"3240","Gates","OR","Oregon","MARION","Gates","Gates, Oregon",-122.4167483,44.7562329
"3241","Tangent","OR","Oregon","LINN","Tangent","Tangent, Oregon",-123.1081498,44.5412335
"3242","Tidewater","OR","Oregon","LINCOLN","Tidewater","Tidewater, Oregon",-123.9003916,44.4112314
"3243","Eugene","OR","Oregon","LANE","Crow","Crow, Oregon",-123.33833,43.99306
"3244","Azalea","OR","Oregon","DOUGLAS","Azalea","Azalea, Oregon",-123.2603401,42.7953981
"3245","Brookings","OR","Oregon","CURRY","Harbor","Harbor, Oregon",-124.2675917,42.0531665
"3246","Cheshire","OR","Oregon","LANE","Cheshire","Cheshire, Oregon",-123.2856507,44.1895675
"3247","Deadwood","OR","Oregon","LANE","Deadwood","Deadwood, Oregon",-123.7634388,44.0956754
"3248","Drain","OR","Oregon","DOUGLAS","Drain","Drain, Oregon",-123.3186987,43.6587309
"3249","Glide","OR","Oregon","DOUGLAS","Glide","Glide, Oregon",-123.1011754,43.3015069
"3250","Myrtle Point","OR","Oregon","COOS","Remote","Remote, Oregon",-123.8925908,43.0059455
"3251","Powers","OR","Oregon","COOS","Powers","Powers, Oregon",-124.073152,42.8834435
"3252","Riddle","OR","Oregon","DOUGLAS","Riddle","Riddle, Oregon",-123.3642332,42.9509507
"3253","Sixes","OR","Oregon","CURRY","Sixes","Sixes, Oregon",-124.4828025,42.8196436
"3254","Tiller","OR","Oregon","DOUGLAS","Tiller","Tiller, Oregon",-122.951165,42.9284541
"3255","Merlin","OR","Oregon","JOSEPHINE","Merlin","Merlin, Oregon",-123.4202831,42.5183938
"3256","Talent","OR","Oregon","JACKSON","Talent","Talent, Oregon",-122.7886462,42.2456844
"3257","Trail","OR","Oregon","JACKSON","Trail","Trail, Oregon",-122.810476,42.6478403
"3258","Dairy","OR","Oregon","KLAMATH","Dairy","Dairy, Oregon",-121.52111,42.2351468
"3259","Keno","OR","Oregon","KLAMATH","Keno","Keno, Oregon",-121.930338,42.1258699
"3260","Paisley","OR","Oregon","LAKE","Paisley","Paisley, Oregon",-120.5460827,42.6937634
"3261","Plush","OR","Oregon","LAKE","Plush","Plush, Oregon",-119.9031551,42.4115331
"3262","Bend","OR","Oregon","DESCHUTES","Bend","Bend, Oregon",-121.3153096,44.0581728
"3263","Fields","OR","Oregon","HARNEY","Fields","Fields, Oregon",-118.6750611,42.2641698
"3264","Brothers","OR","Oregon","DESCHUTES","Brothers","Brothers, Oregon",-120.6027419,43.8136366
"3265","Madras","OR","Oregon","JEFFERSON","Madras","Madras, Oregon",-121.1294872,44.6334544
"3266","Post","OR","Oregon","CROOK","Post","Post, Oregon",-120.4674228,44.1455989
"3267","Riley","OR","Oregon","HARNEY","Riley","Riley, Oregon",-119.5038422,43.541538
"3268","Sisters","OR","Oregon","DESCHUTES","Sisters","Sisters, Oregon",-121.5492118,44.2909491
"3269","Sisters","OR","Oregon","DESCHUTES","Tollgate","Tollgate, Oregon",-118.09167,45.78056
"3270","Pendleton","OR","Oregon","UMATILLA","Cayuse","Cayuse, Oregon",-118.5710445,45.6750809
"3271","Bates","OR","Oregon","GRANT","Bates","Bates, Oregon",-118.5018752,44.5735863
"3272","Fossil","OR","Oregon","WHEELER","Fossil","Fossil, Oregon",-120.2161373,44.9981864
"3273","Halfway","OR","Oregon","BAKER","Halfway","Halfway, Oregon",-117.1146173,44.880715
"3274","Helix","OR","Oregon","UMATILLA","Helix","Helix, Oregon",-118.6582318,45.8506443
"3275","Spray","OR","Oregon","WHEELER","Spray","Spray, Oregon",-119.7944489,44.8343064
"3276","Sumpter","OR","Oregon","BAKER","Greenhorn","Greenhorn, Oregon",-118.495582,44.7079624
"3277","Brogan","OR","Oregon","MALHEUR","Brogan","Brogan, Oregon",-117.5117698,44.2460893
"3278","Huntington","OR","Oregon","BAKER","Lime","Lime, Oregon",-117.310278,44.406667
"3279","Vale","OR","Oregon","MALHEUR","Vale","Vale, Oregon",-117.2382311,43.9821055
"3280","Carnation","WA","Washington","KING","Carnation","Carnation, Washington",-121.9140073,47.6478787
